reconstruction_time, subducting_plate_id, subduction_zone_plate_id
0.0, 101.0, 101.0
0.0, 101.0, 2011.0
0.0, 201.0, 815.0
0.0, 201.0, 2011.0
0.0, 201.0, 201122.0
0.0, 201.0, 201124.0
0.0, 224.0, 201.0
0.0, 224.0, 2031.0
0.0, 301.0, 406.0
0.0, 301.0, 612.0
0.0, 301.0, 4060.0
0.0, 301.0, 331002.0
0.0, 301.0, 331003.0
0.0, 301.0, 331008.0
0.0, 301.0, 331009.0
0.0, 301.0, 331010.0
0.0, 301.0, 331011.0
0.0, 301.0, 331012.0
0.0, 301.0, 331013.0
0.0, 301.0, 331014.0
0.0, 301.0, 331015.0
0.0, 301.0, 331016.0
0.0, 301.0, 331017.0
0.0, 301.0, 331018.0
0.0, 301.0, 331019.0
0.0, 301.0, 331020.0
0.0, 301.0, 331021.0
0.0, 301.0, 331022.0
0.0, 301.0, 331023.0
0.0, 301.0, 331024.0
0.0, 301.0, 331025.0
0.0, 301.0, 331026.0
0.0, 301.0, 331027.0
0.0, 301.0, 331028.0
0.0, 301.0, 331029.0
0.0, 301.0, 331030.0
0.0, 301.0, 331041.0
0.0, 301.0, 331042.0
0.0, 301.0, 331045.0
0.0, 301.0, 331046.0
0.0, 301.0, 331047.0
0.0, 301.0, 331048.0
0.0, 301.0, 331049.0
0.0, 301.0, 331050.0
0.0, 301.0, 331051.0
0.0, 301.0, 331052.0
0.0, 301.0, 331053.0
0.0, 301.0, 331054.0
0.0, 301.0, 331055.0
0.0, 301.0, 331056.0
0.0, 301.0, 331057.0
0.0, 301.0, 601101.0
0.0, 301.0, 601102.0
0.0, 301.0, 601103.0
0.0, 301.0, 601104.0
0.0, 301.0, 601105.0
0.0, 301.0, 601106.0
0.0, 301.0, 601203.0
0.0, 301.0, 601204.0
0.0, 301.0, 601205.0
0.0, 301.0, 601206.0
0.0, 301.0, 601207.0
0.0, 301.0, 601208.0
0.0, 301.0, 601209.0
0.0, 301.0, 714022.0
0.0, 301.0, 714023.0
0.0, 301.0, 714024.0
0.0, 301.0, 714025.0
0.0, 406.0, 111.0
0.0, 501.0, 686.0
0.0, 503.0, 4060.0
0.0, 511.0, 686.0
0.0, 601.0, 406.0
0.0, 608.0, 648.0
0.0, 608.0, 678.0
0.0, 608.0, 697.0
0.0, 608.0, 737.0
0.0, 615.0, 69702.0
0.0, 645.0, 612.0
0.0, 645.0, 614.0
0.0, 645.0, 669.0
0.0, 646.0, 612.0
0.0, 646.0, 614.0
0.0, 653.0, 689.0
0.0, 653.0, 697.0
0.0, 653.0, 699.0
0.0, 659.0, 601106.0
0.0, 659.0, 601107.0
0.0, 659.0, 601108.0
0.0, 659.0, 601109.0
0.0, 659.0, 601110.0
0.0, 659.0, 601111.0
0.0, 659.0, 601125.0
0.0, 659.0, 601126.0
0.0, 659.0, 601127.0
0.0, 659.0, 601128.0
